,algal,plant,soil
TAR_median,0.0,0.9870182912384962,
TAR_25pctile,0.0,0.9792893157695178,
TAR_75pctile,0.0,0.9932357581468828,
TAR_mean,0.0,0.9864339806031918,
TAR_std,0.0,0.00809050486641369,
BIT_median,0.028959949278294834,,0.8310225185573308
BIT_25pctile,0.018943452425778416,,0.7444913522115384
BIT_75pctile,0.03865419993095788,,0.9170016826349368
BIT_mean,0.02875224378497386,,0.829954737566423
BIT_std,0.010924718634137553,,0.10001711994649921
nIter,1000.0,1000.0,1000.0
