,algal,plant,soil
TAR_median,0.0,0.9839451292141113,
TAR_25pctile,0.0,0.9758820297230556,
TAR_75pctile,0.0,0.9917122861773496,
TAR_mean,0.0,0.9836190314944898,
TAR_std,0.0,0.009759896684722992,
BIT_median,0.04157273352604744,,0.9911635429517431
BIT_25pctile,0.0257801393907985,,0.9863156979997973
BIT_75pctile,0.055584405749123725,,0.995351650662973
BIT_mean,0.040663859801865085,,0.9908598067546837
BIT_std,0.017771896167691138,,0.005442137943194206
nIter,1000.0,1000.0,1000.0
