,algal,plant,soil
TAR_median,0.0,0.9991102716959909,
TAR_25pctile,0.0,0.998707970218124,
TAR_75pctile,0.0,0.9995600583357171,
TAR_mean,0.0,0.999123555766429,
TAR_std,0.0,0.0005079041810273794,
BIT_median,0.03775116302712275,,0.8183825893241192
BIT_25pctile,0.022959858114107293,,0.7279282020023887
BIT_75pctile,0.05106576376443909,,0.9031327016896544
BIT_mean,0.03729673662875038,,0.8178958844994154
BIT_std,0.016150325943929584,,0.10228081003047988
nIter,1000.0,1000.0,1000.0
