depth,algal_median,algal_25pctile,algal_75pctile,algal_mean,algal_std,plant_median,plant_25pctile,plant_75pctile,plant_mean,plant_std,soil_median,soil_25pctile,soil_75pctile,soil_mean,soil_std,nIter,rmse_mean
606.72,0.9493698677875083,0.9337808426496401,0.9707371108801598,0.9534721440684218,0.025222767854308666,0.0,0.0,0.0,0.0,0.0,0.03550954777269083,0.026764655328012827,0.042791037865648154,0.03463335115537296,0.01184881404609722,1000.0,0.02297384630865114
606.87,0.9627560501730327,0.9470907095914916,0.985121311349226,0.9673397863575547,0.02545257405716874,0.0,0.0,0.0,0.0,0.0,0.021555112452602596,0.013240861166623642,0.028214421526387413,0.020639093500127624,0.010576305901043581,1000.0,0.02297384630865114
607.05,0.9820427792514517,0.9657054005652754,1.006851920353109,0.9878781580219704,0.02628071467317078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.02297384630865114
607.12,0.9308303744525201,0.9166929683287062,0.9538091655822626,0.9362947091389595,0.02371211129662628,0.0523302326031366,0.04972436121983422,0.05491430785467708,0.052240161977117824,0.0036784449361777134,0.0,0.0,0.0,0.0,0.0,1000.0,0.02297384630865114
607.17,0.9370383594449254,0.9225812077058483,0.9602402065495566,0.9423964163368488,0.023859209408463703,0.04582585288574642,0.04327144660444837,0.04813990177842517,0.04565695610747658,0.0034792441236269067,0.0,0.0,0.0,0.00041586447302044703,0.0010002114681600272,1000.0,0.02297384630865114
607.21,0.924916152571852,0.9107870450195525,0.9473861386179483,0.930220652325076,0.023460986083613498,0.05842187200113837,0.05570274269353034,0.06115172950359296,0.0583913796944449,0.0038739244447852403,0.0,0.0,0.0,0.0,0.0,1000.0,0.02297384630865114
607.25,0.9190721118161298,0.9047832842984592,0.9399163790309696,0.9233004145624482,0.023154362254429513,0.058590167496340634,0.055995843926154094,0.0613197078817932,0.05866866935632411,0.003891937716130632,0.005687319592834078,0.0,0.012197861548862246,0.006701592225568288,0.0062127317784944,1000.0,0.02297384630865114
607.33,0.8318050584588093,0.8102549868908911,0.8498331258266227,0.8304281717083963,0.029302235140178223,0.0,0.0,0.0,0.0,0.0,0.15496120346446446,0.140402567770127,0.17560069950537405,0.15881846246247178,0.024696759648557817,1000.0,0.02297384630865114
