depth,algal_median,algal_25pctile,algal_75pctile,algal_mean,algal_std,plant_median,plant_25pctile,plant_75pctile,plant_mean,plant_std,soil_median,soil_25pctile,soil_75pctile,soil_mean,soil_std,nIter,rmse_mean
162.44316,0.23871531911179578,0.23361665693789702,0.2437246858310678,0.23869286120749897,0.006855483975310169,0.708245382687861,0.6984729361008982,0.7177488287653686,0.7078375364251183,0.014384583486914357,0.07655070653298011,0.06771143928207848,0.0877048393282885,0.07832332310690596,0.013174777657266382,1000.0,2.8339869769432735e-15
163.05276,0.0923530939766929,0.08536226499778675,0.09784228174646178,0.09174759795724251,0.00736988293465941,0.907646701881641,0.8971879128702214,0.9175713209619873,0.9073940269321658,0.015304616663984496,0.026985860031907845,0.023682250410918988,0.031223788794982322,0.027766374125995526,0.0053157453780166885,1000.0,2.8339869769432735e-15
163.63188,0.23360684595724052,0.22825881225036587,0.2385111349234682,0.2334346255411926,0.006678459015688718,0.7390224740133521,0.7305203373254563,0.7475318973129036,0.7387300011111306,0.01266326494276236,0.05218373729646325,0.04655685830653283,0.05925827835577835,0.05342120642395978,0.008962170168093826,1000.0,2.8339869769432735e-15
163.9062,0.2026173620632652,0.1972187037503117,0.20748945235466995,0.20239020885812387,0.006693292910171171,0.7653551549186979,0.7562700609803952,0.7751168680049335,0.7653347733578946,0.013771037361382984,0.05652362062517973,0.05009227434839675,0.06469765881955805,0.05786080434224496,0.009834857570226233,1000.0,2.8339869769432735e-15
164.27196,0.14482882373848951,0.13832807184594573,0.15005933061184917,0.14426928395140481,0.007020670170784356,0.8481634900600292,0.8387631577890088,0.8575100660377826,0.848080720818505,0.013880025658151149,0.033257504251575795,0.029496664101830133,0.03814003481581154,0.03415451815204358,0.006007198057224888,1000.0,2.8339869769432735e-15
164.57676,0.0160664557418356,0.008191272498834373,0.022382927253214554,0.015454493919121865,0.008248147058337306,1.008112018779769,0.9957240289560165,1.0199794113750358,1.0078852242043093,0.01740565656642456,0.0046144354761613274,0.002362428058485286,0.006486656293134727,0.004561166271750921,0.0026024490462818535,1000.0,2.8339869769432735e-15
165.24732,0.11617167139999099,0.10935408717087552,0.12163112708012982,0.11558739374851978,0.0073198644385602625,0.8894481865764847,0.8794751111565345,0.8986813906758818,0.8893177004685364,0.01414057405171776,0.021581317211583732,0.0189923108057243,0.0246349607092391,0.02206629631955933,0.004043916630257011,1000.0,2.8339869769432735e-15
165.91026,0.12194827992916482,0.1151004338810956,0.12737611717866057,0.1213420530382501,0.007324934053890511,0.8863049040329705,0.8763081953290772,0.8951638821314961,0.8860911193528457,0.013874498276238224,0.01921105561638615,0.01693748141307938,0.021746355359946054,0.019585225129071713,0.00364174174049948,1000.0,2.8339869769432735e-15
166.13124,0.21781166526126874,0.21151599308384889,0.2227363234625003,0.21718787121271854,0.006923861346924335,0.7907719269978144,0.782220225055031,0.7989516894030932,0.7906255000299098,0.011686977432960842,0.01844877973378653,0.015805233424526634,0.02129158530880018,0.01882772400277271,0.004161245635012288,1000.0,2.8339869769432735e-15
166.46652,0.4294724451742339,0.4238665205323459,0.4349876955293981,0.42930679910865754,0.007756957019532908,0.5351705896934407,0.5282190706197472,0.5413369358565112,0.5347672069381645,0.0093860198843242,0.059249114408143136,0.05301144147542132,0.0669485983629552,0.060530110666378804,0.010527038683884183,1000.0,2.8339869769432735e-15
166.8018,0.08325548113702169,0.0758842815892104,0.08912622427222969,0.08264531684338551,0.0077884651614438,0.9410840771394967,0.9305455151760798,0.9509954647170128,0.9408856685699468,0.01447983169723634,0.0039613091194656835,0.0030230360965912417,0.004978217845863331,0.004096076920718234,0.0013734934908592412,1000.0,2.8339869769432735e-15
167.07612,0.09019261126151026,0.08298601597451505,0.09594898384361125,0.0896044029986197,0.007650673729523033,0.9279604443551563,0.917404596108445,0.9374866212490178,0.9277640674138862,0.01446386715795611,0.00985318471232461,0.008499459810907085,0.011371516094314084,0.010057640851877459,0.0021476422624403567,1000.0,2.8339869769432735e-15
167.35044,0.1426343493365904,0.13595270948579305,0.14799060103289452,0.14206373306099868,0.007179304591848222,0.8623777141324009,0.8528888678188542,0.8713857163021306,0.8622999400478237,0.013416625022203142,0.022008661885702774,0.01948984578589372,0.02493195914812655,0.022484627729874727,0.004116552649879415,1000.0,2.8339869769432735e-15
167.95242,0.18191643976919925,0.17554254413103598,0.18698674669889334,0.18134792175137665,0.007057133304265892,0.8270280428608967,0.8179745709200585,0.8353562069868695,0.8269006783859579,0.012395588522093617,0.018196322334572343,0.015836316108615297,0.020810056719630453,0.01854869517524973,0.003813582037795838,1000.0,2.8339869769432735e-15
