depth,algal_median,algal_25pctile,algal_75pctile,algal_mean,algal_std,plant_median,plant_25pctile,plant_75pctile,plant_mean,plant_std,soil_median,soil_25pctile,soil_75pctile,soil_mean,soil_std,nIter,rmse_mean
367.42,0.30142563437991193,0.29641847823365913,0.3069125567169543,0.3016982826072957,0.007312775691737011,0.6303686431145359,0.6198215774949343,0.6421239152696048,0.6309454161652662,0.015248201219745508,0.06488378939426818,0.05687446759604612,0.07428752771878562,0.06619741129203496,0.01242753638251404,1000.0,0.00017778251478977925
367.62,0.49296485396566836,0.4826369415445207,0.5031679416582518,0.4927874644359151,0.01437829960921203,0.3917241616848387,0.3836800835847236,0.399728342023168,0.3916136522428347,0.011412981698946424,0.11257398786634884,0.09992843907549054,0.12863817140243183,0.11482198316137389,0.020223260459808597,1000.0,0.00017778251478977925
367.82,0.5958524238052509,0.5810756511109596,0.6098429452290792,0.595211860928903,0.02004419257516255,0.26361750777621534,0.25718690921833753,0.2698018249019864,0.26335352272397106,0.008861944226499953,0.13868078334640055,0.1230440206415877,0.15742675897681957,0.1409285019409949,0.024043797330621675,1000.0,0.00017778251478977925
368.02,0.0,0.0,0.0,0.0,0.0,0.9979118711640478,0.9732144121370192,1.0243270953468344,0.9985661333925496,0.02886755434937683,1.2435105146879818e-06,3.01473958750066e-07,2.6507987800005102e-06,1.6309423016229965e-06,1.4821882406964113e-06,1000.0,0.00017778251478977925
368.19,0.28252051352872454,0.25513059198399834,0.3020115546503599,0.27713323779033,0.02951998584956901,0.3817180151324756,0.34459163136114535,0.4076339492001942,0.3742670215055551,0.03986511778141771,0.33514834217343403,0.2882017833051423,0.4011452968226866,0.34785617060218404,0.06950001251489162,1000.0,0.00017778251478977925
368.42,0.8045039599425896,0.7765453505362175,0.8292803876539796,0.8027558933040954,0.036422442671063905,0.0,0.0,0.0,0.0,0.0,0.19512013766338224,0.173662374369298,0.21951696597524467,0.19743665048938852,0.031443232137188866,1000.0,0.00017778251478977925
368.62,0.24405347809789396,0.23973455046757458,0.24864477554100528,0.2442450765159555,0.0057284267684042395,0.7273166934010533,0.7143307186732052,0.7410878838032933,0.7277434940955115,0.01698734583499701,0.026306430228219477,0.02142968961980409,0.03149071349722933,0.026745851245872178,0.006767718388261348,1000.0,0.00017778251478977925
368.82,0.694715993131888,0.6812469574876618,0.70767628464476,0.6948763396073006,0.018633358654808328,0.2799387338404053,0.2745951801963532,0.28521989623548727,0.27999551583889404,0.007497684869396936,0.024552566428605146,0.011879997882239283,0.03664078494880222,0.024663635762788783,0.015110662245908374,1000.0,0.00017778251478977925
369.11,0.3144658031043165,0.3083505768948469,0.3208847224421782,0.31457050949392334,0.008843755069362828,0.5784030008446521,0.5675451859929136,0.5907295518684057,0.5789479660574027,0.016246736307962507,0.10295169242746954,0.09090884983114089,0.11862459872331793,0.10538712609766929,0.01865137442779183,1000.0,0.00017778251478977925
369.32,0.11683604413094162,0.11436812568141001,0.11955244435633647,0.11695711349396644,0.0030413836401955254,0.8689936925877306,0.8504302127704204,0.8881831180013016,0.8696857605088856,0.022299401633849202,0.011760750349729,0.009412890387594013,0.01426205610368851,0.011976779500612338,0.0032053185785628807,1000.0,0.00017778251478977925
369.52,0.4763866408927673,0.4681776325537529,0.48428677301055,0.47628469101954934,0.011518058573424346,0.4621348487259679,0.4543228813968092,0.4699647334080066,0.462198945558723,0.011155122011684141,0.05951449179587749,0.05005803548426809,0.06998325894260866,0.06062611681285431,0.013644045081439177,1000.0,0.00017778251478977925
369.73,0.26516445642181563,0.2513456934301362,0.27564413044495073,0.2630143073126211,0.015759960470218198,0.5127440314288634,0.4857922075916025,0.5327143580525548,0.5082425244807692,0.03044591582835847,0.2199626426526919,0.18900106819864576,0.26252459736382017,0.22775426184256448,0.044931066855482885,1000.0,0.00017778251478977925
369.94,0.25646468295331293,0.25193297045379026,0.26080875500175255,0.25649291746580066,0.006056869959673918,0.6966284418309947,0.6849258003646609,0.709217081123455,0.697106672841266,0.016394258533496308,0.044173790726451154,0.0383478627200779,0.051031458530380054,0.04516515010627648,0.009113153265002422,1000.0,0.00017778251478977925
370.12,0.25426148561550244,0.24989937229837653,0.25912611555170106,0.25462549863275163,0.006302452884507559,0.6766264024226383,0.6646207460045883,0.6894696923515643,0.6771705187165465,0.01670312161519293,0.06545011001391651,0.057606563823645394,0.07519125970111547,0.06698870269003165,0.012342510306750133,1000.0,0.00017778251478977925
370.31,0.0520589453825988,0.05087656404213797,0.05342943995010896,0.052138676744677266,0.0015074779049362348,0.9380755165669199,0.9166774177515787,0.961855858904608,0.9391170260715584,0.025625001920669684,0.00719523314223804,0.00605682226011754,0.008444909175902213,0.007330362133888822,0.0016746784785451104,1000.0,0.00017778251478977925
370.52,0.20510547309522262,0.198146273379655,0.21087990994390357,0.20459585573968564,0.008831250430555663,0.6358237328787788,0.6144404514617916,0.6538094377950725,0.6344957126455786,0.02736030532591221,0.15304486096782072,0.13160707455955387,0.18525583502466908,0.15974536636494743,0.03290026010548086,1000.0,0.00017778251478977925
370.72,0.5809702422802563,0.5678351823950709,0.5938018754709845,0.5807028874956118,0.018107870249841014,0.2955765943795384,0.2888571899407449,0.3019424178317798,0.29542959255134815,0.00920377630550004,0.12126417586913901,0.10732540319316425,0.13846297008894567,0.12329500399404787,0.021807895498926942,1000.0,0.00017778251478977925
370.91,0.3333915303815698,0.3274676314395295,0.3397507853671201,0.33358923597448764,0.008864951174189941,0.570624688039548,0.5608402924227573,0.5815316589534385,0.5710230743036755,0.015144237487406731,0.09222665960650597,0.08135479571630536,0.10573062785691204,0.09430619711978021,0.016803393731559743,1000.0,0.00017778251478977925
371.12,0.14973456989428893,0.13345501946493482,0.1601603553810674,0.14555474510847446,0.0176919395229206,0.5756396932428011,0.5136110291820366,0.6157126750093013,0.5597959181632776,0.06803757684262643,0.2709848613916366,0.220093388941479,0.3539875491334003,0.29362242197486177,0.08575972873232782,1000.0,0.00017778251478977925
