,algal,plant,soil
TAR_median,0.0,0.9991852927345692,
TAR_25pctile,0.0,0.9987818221026339,
TAR_75pctile,0.0,0.9996016108632074,
TAR_mean,0.0,0.99917998599515,
TAR_std,0.0,0.00047527097092577654,
BIT_median,0.03937035158985077,,0.8185781321347023
BIT_25pctile,0.024545123011850817,,0.7432407592544906
BIT_75pctile,0.055183142964980884,,0.9152488853261593
BIT_mean,0.03989499367818992,,0.8246778926331079
BIT_std,0.017761808072754563,,0.10172875670476562
nIter,1000.0,1000.0,1000.0
